Year,Team,Total Prize Money (Year),Number of Tournaments
2017,Brutality,"$27,337.79 ",1
2017,Canadian National Team,"$26,750.00 ",1
2017,KPI Gaming,"$26,458.80 ",1
2017,British National Team,"$26,000.00 ",1
2017,froyotech,"$25,994.07 ",1
2017,Ronin Esports,"$25,700.00 ",1
2017,OSC Elite,"$25,298.74 ",1
2017,The Muffin Men,"$24,900.00 ",1
2017,Keyd Stars,"$24,742.18 ",1
2017,Grayhound Gaming,"$24,650.00 ",1
2017,DetonatioN,"$24,546.40 ",1
2017,Windigo Gaming,"$24,460.60 ",1
2017,Legacy eSports,"$23,451.13 ",1
2017,Belgian National Team,"$22,500.00 ",1
2017,The Leftovers,"$22,293.99 ",1
2017,Cascade,"$22,279.80 ",1
2017,Australian National Team,"$22,000.00 ",1
2017,London Conspiracy,"$21,411.12 ",1
2017,Bazaar Gaming,"$21,070.00 ",1
2017,Team SPACECRAFT,"$20,856.50 ",1
2017,Fade 2 Karma,"$20,298.71 ",1
2017,The Imperial,"$20,186.06 ",1
2017,Gold Coin United,"$20,000.00 ",1
2017,Kuala Lumpur Hunters,"$19,855.32 ",1
2017,Rave,"$19,250.00 ",1
2017,Dutch National Team,"$19,000.00 ",1
2017,The Gosu Crew,"$18,518.96 ",1
2017,True eSport,"$18,398.50 ",1
2017,Cyclone,"$18,397.12 ",1
2017,EarthRoot Gaming,"$18,369.31 ",1
2017,Xenics,"$18,242.00 ",1
2017,Entity Gaming,"$17,894.97 ",1
2017,bbq Olivers,"$17,812.40 ",1
2017,eSuba,"$17,807.54 ",1
2017,Romanian National Team,"$17,000.00 ",1
2017,Russian National Team,"$16,000.00 ",1
2017,Geek Fam,"$15,686.05 ",1
2017,Game Talents,"$15,013.40 ",1
2017,New Zealand National Team,"$15,000.00 ",1
2017,MnM Gaming,"$14,826.05 ",1
2017,Circa eSports,"$14,778.15 ",1
2017,DAN Gaming,"$14,528.50 ",1
2017,Danish National Team,"$14,500.00 ",1
2017,Finnish National Team,"$14,500.00 ",1
2017,Portugese National Team,"$14,500.00 ",1
2017,Lebanon National Team,"$14,431.90 ",1
2017,Playing Ducks,"$14,255.38 ",1
2017,Austrian National Team,"$14,000.00 ",1
2017,Brazilian National Team,"$14,000.00 ",1
2017,Taiwanese National Team,"$14,000.00 ",1
2017,Wind and Rain,"$13,999.65 ",1
2017,pro100,"$13,987.00 ",1
2017,Dark Sided,"$13,922.14 ",1
2017,Spacestation Gaming,"$13,750.00 ",1
2017,Brøndby IF eSport,"$13,500.00 ",1
2017,Izako Boars,"$13,241.54 ",1
2017,FM eSports,"$13,058.01 ",1
2017,3sUP Enterprises,"$13,000.00 ",1
2017,Argentinian National Team,"$13,000.00 ",1
2017,Israel National Team,"$13,000.00 ",1
2017,Japanese National Team,"$13,000.00 ",1
2017,Norweigan National Team,"$13,000.00 ",1
2017,Singaporian National Team,"$13,000.00 ",1
2017,Thai National Team,"$13,000.00 ",1
2017,Turkish National Team,"$13,000.00 ",1
2017,Vietnamese National Team,"$13,000.00 ",1
2017,Griffin,"$12,733.00 ",1
2017,Hammers Esports,"$12,707.27 ",1
2017,The MongolZ,"$12,464.66 ",1
2017,k1ck eSports Club,"$12,458.81 ",1
2017,Asterion,"$12,149.30 ",1
2017,IsIMBA,"$11,411.42 ",1
2017,Team Gamer Sensei,"$11,405.28 ",1
2017,CDEC Gaming,"$11,036.48 ",1
2017,EndGameTV,"$10,980.58 ",1
2017,Hong Kong Esports,"$10,965.04 ",1
2017,Sharks Esports,"$10,837.60 ",1
2017,Team Revolution,"$10,290.88 ",1
2017,Team DK,"$10,242.30 ",1
2017,Young Glory,"$10,156.23 ",1
2017,DuSt Gaming,"$10,079.36 ",1
2017,InControl Gaming,"$9,657.80 ",1
2017,Miami Flamingos‏ e-Sports,"$9,645.67 ",1
2017,BOOM Esports,"$9,500.00 ",1
2017,Team LeiFeng,"$9,185.03 ",1
2017,Exile5,"$9,063.21 ",1
2017,forZe,"$9,029.50 ",1
2017,2GGaming,"$8,794.55 ",1
2017,Zenith of Origin,"$8,672.40 ",1
2017,Vicious Syndicate Gaming,"$8,625.00 ",1
2017,Avant Gaming,"$8,501.57 ",1
2017,EXPLOSIVE,"$8,500.00 ",1
2017,Radix eSports,"$8,351.10 ",1
2017,Big 5 Esports,"$8,314.00 ",1
2017,Red Bulls,"$8,241.45 ",1
2017,Athletico,"$8,050.20 ",1
2017,5Power Gaming,"$8,000.00 ",1
2017,SDL eSports,"$7,956.00 ",1
2017,Smash Studios,"$7,945.60 ",1
2017,VGBootCamp,"$7,731.97 ",1
2017,Helsinki REDS,"$7,688.87 ",1
2017,Even Matchup Gaming,"$7,479.29 ",1
2017,Team Iris,"$7,387.00 ",1
2017,Temp.no,"$7,306.16 ",1
2017,CNB e-Sports Club,"$7,174.34 ",1
2017,Serenity Sports,"$7,064.91 ",1
2017,Ajax Amsterdam eSports,"$7,000.00 ",1
2017,Hungarian National Team,"$7,000.00 ",1
2017,Fusion Girls,"$6,947.81 ",1
2017,CeX,"$6,901.25 ",1
2017,Swole Patrol,"$6,850.00 ",1
2017,Echo Zulu,"$6,570.06 ",1
2017,Bangkok Titans,"$6,507.71 ",1
2017,beastcoast,"$6,416.68 ",1
2017,Signature Gaming,"$6,383.23 ",1
2017,T Show,"$6,316.53 ",1
2017,KaBuM! e-Sports,"$6,122.13 ",1
2017,Mexican National Team,"$6,000.00 ",1
2017,CR4ZY,"$5,935.65 ",1
2017,Romandy Gaming,"$5,882.82 ",1
2017,MAD Lions,"$5,758.02 ",1
2017,EVOS,"$5,750.00 ",1
2017,FURIA Esports,"$5,572.10 ",1
2017,Operation Kino eSports,"$5,551.79 ",1
2017,Serbian National Team,"$5,427.12 ",1
2017,Wayi Spider,"$5,285.48 ",1
2017,Gentside Esports Club,"$5,233.81 ",1
2017,Greek National Team,"$5,000.00 ",1
2017,Malay National Team,"$5,000.00 ",1
2017,nerdRage,"$4,875.77 ",1
2017,Valencia CF eSports,"$4,798.87 ",1
2017,Sector One,"$4,798.70 ",1
2017,DefuseKids,"$4,577.24 ",1
2017,Team Skadis Gift,"$4,532.34 ",1
2017,Team Viral,"$4,511.74 ",1
2017,Flash Gaming,"$4,500.00 ",1
2017,Brave e-Sports,"$4,422.36 ",1
2017,Radical Online X-tremists,"$4,409.06 ",1
2017,Mythic,"$4,350.00 ",1
2017,Los Angeles Gladiators,"$4,339.19 ",1
2017,Laser Kittenz,"$4,300.00 ",1
2017,iNETKOXTV,"$4,279.48 ",1
2017,Beşiktaş e-Sports Club,"$4,239.30 ",1
2017,Kyoto eSports,"$4,175.00 ",1
2017,Rhinos Gaming,"$4,063.41 ",1
2017,Belarusian National Team,"$4,000.00 ",1
2017,Bulgarian National Team,"$4,000.00 ",1
2017,Chilean National Team,"$4,000.00 ",1
2017,Croatian National Team,"$4,000.00 ",1
2017,ESC Gaming,"$4,000.00 ",1
2017,Hong Kong National Team,"$4,000.00 ",1
2017,Indonesian National Team,"$4,000.00 ",1
2017,Kazakh National Team,"$4,000.00 ",1
2017,Kungarna,"$4,000.00 ",1
2017,Peruvian National Team,"$4,000.00 ",1
2017,Philippines National Team,"$4,000.00 ",1
2017,Slovakian National Team,"$4,000.00 ",1
2017,Swiss National Team,"$4,000.00 ",1
2017,Fly Society,"$3,915.45 ",1
2017,Keep Gaming,"$3,816.12 ",1
2017,For The Win Esports,"$3,748.74 ",1
2017,Nemiga Gaming,"$3,700.00 ",1
2017,Orange Esports,"$3,677.22 ",1
2017,DAMWON Gaming,"$3,605.60 ",1
2017,Horde,"$3,500.00 ",1
2017,PACT,"$3,358.00 ",1
2017,Aera Esport,"$3,279.07 ",1
2017,Balance Gaming,"$3,230.00 ",1
2017,Dark Passage,"$3,141.36 ",1
2017,Synthetik,"$3,006.49 ",1
2017,Dynamo Kyiv Esports,"$3,000.00 ",1
2017,Fraternitas,"$2,971.18 ",1
2017,Made in Thailand,"$2,783.10 ",1
2017,Goliath Gaming,"$2,507.00 ",1
2017,Vexed Gaming,"$2,500.00 ",1
2017,Broken Tier,"$2,428.80 ",1
2017,Solary,"$2,295.18 ",1
2017,Beyond Esports,"$2,289.37 ",1
2017,Elite Wolves,"$2,250.00 ",1
2017,Team YP,"$2,230.80 ",1
2017,Melee it on Me,"$2,220.52 ",1
2017,Epiphany Bolt,"$2,187.52 ",1
2017,Riddle Esports,"$2,112.80 ",1
2017,Team Heir,"$2,055.19 ",1
2017,qwerty,"$2,000.00 ",1
2017,VRS Coanda Simsport,"$2,000.00 ",1
2017,Carbon,"$1,901.40 ",1
2017,mCon esports Rotterdam,"$1,768.82 ",1
2017,SJ Gaming,"$1,763.10 ",1
2017,Mkers,"$1,683.83 ",1
2017,UYU,"$1,678.20 ",1
2017,Supersonic Avengers,"$1,564.40 ",1
2017,Great British Pounding,"$1,502.64 ",1
2017,Team Prismatic,"$1,411.39 ",1
2017,Team Aretuza,"$1,356.66 ",1
2017,dizLown,"$1,250.00 ",1
2017,Project EVERSIO,"$1,194.13 ",1
2017,White Rabbit Gaming,"$1,070.47 ",1
2017,E-corp Gaming,"$1,055.41 ",1
2017,CheckSix Gaming,"$1,000.00 ",1
2017,EMP,$959.30 ,1
2017,UX Gaming,$950.94 ,1
2017,Ground Zero Gaming,$900.00 ,1
2017,Control Gaming,$862.50 ,1
2017,Trail Gaming League,$837.58 ,1
2017,BOT Empire,$822.80 ,1
2017,Mentality Esports,$809.20 ,1
2017,Empire Arcadia,$798.20 ,1
2017,Olympus Esports,$733.80 ,1
2017,Team LEISURE,$715.86 ,1
2017,Game Agents,$712.28 ,1
2017,Pittsburgh Knights,$696.00 ,1
2017,Black Craft Spirits,$600.60 ,1
2017,Trident Esports,$600.00 ,1
2017,Team Heretics,$594.80 ,1
2017,NASR eSports,$522.87 ,1
2017,Copenhagen Flames,$500.00 ,1
2017,Mirage,$500.00 ,1
2017,eMonkeyz,$453.84 ,1
2017,Furious Gaming,$444.12 ,1
2017,orKs Grand Poitiers,$428.72 ,1
2017,FStep,$400.00 ,1
2017,LowLandLions,$389.11 ,1
2017,Fable eSports,$368.50 ,1
2017,Game Fist,$312.56 ,1
2017,Myth Gaming,$300.00 ,1
2017,Permafrost Gaming,$299.00 ,1
2017,Team Ascension,$211.20 ,1
2017,Aftermath,$200.00 ,1
2017,Rabbit Deaf e-Sports,$186.89 ,1
2017,Team EGO,$151.68 ,1
2017,ExAequo,$150.00 ,1
2017,Paradox Gaming,$150.00 ,1
2017,G-Force,$145.00 ,1
2017,Red Coin,$140.00 ,1
2017,Enemy,$133.25 ,1
2017,GamersLeague eSport,$129.60 ,1
2017,Team Innova,$125.00 ,1
2017,Kingsmen,$108.00 ,1
2017,Defenses Geniuses,$78.39 ,1
2017,Eraiize,$75.32 ,1
2017,BOT,$45.86 ,1
2017,RELAPSE Gaming,$31.97 ,1
2017,Team Menace.fi,$23.21 ,1
2017,Boreal eSports,$14.85 ,1
2016,Wings Gaming,"$9,624,606.47 ",1
2016,Chaos Esports Club,"$3,791,797.00 ",1
2016,Evil Geniuses,"$3,549,023.64 ",1
2016,Team Liquid,"$3,094,080.39 ",1
2016,Fnatic,"$3,093,935.57 ",1
2016,OG,"$2,915,144.00 ",1
2016,T1,"$2,736,311.55 ",1
2016,MVP,"$2,554,992.45 ",1
2016,Team Envy,"$2,051,998.01 ",1
2016,Counter Logic Gaming,"$1,646,139.50 ",1
2016,Newbee,"$1,595,726.41 ",1
2016,Natus Vincere,"$1,561,630.94 ",1
2016,Team Secret,"$1,506,407.07 ",1
2016,Virtus.pro,"$1,452,586.84 ",1
2016,Vici Gaming,"$1,449,812.59 ",1
2016,OpTic Gaming,"$1,379,082.50 ",1
2016,Cloud9,"$1,375,504.65 ",1
2016,EHOME,"$1,344,806.60 ",1
2016,Luminosity Gaming,"$1,195,908.54 ",1
2016,LGD Gaming,"$1,088,717.82 ",1
2016,Invictus Gaming,"$1,019,123.59 ",1
2016,Team Dignitas,"$1,014,342.50 ",1
2016,SK Gaming,"$1,001,252.41 ",1
2016,Samsung,"$999,912.23 ",1
2016,Epsilon eSports,"$941,362.61 ",1
2016,G2 Esports,"$927,715.93 ",1
2016,EDward Gaming,"$922,839.65 ",1
2016,Alliance,"$811,611.32 ",1
2016,Astralis,"$802,868.81 ",1
2016,Ninjas in Pyjamas,"$721,750.00 ",1
2016,compLexity Gaming,"$683,652.84 ",1
2016,Millenium,"$677,384.24 ",1
2016,Royal Never Give Up,"$669,175.71 ",1
2016,Splyce,"$630,838.80 ",1
2016,ROX Gaming,"$583,144.00 ",1
2016,Team Allegiance,"$580,076.50 ",1
2016,TnC Gaming,"$545,488.72 ",1
2016,Ad Finem,"$532,089.37 ",1
2016,Elevate,"$517,651.13 ",1
2016,FaZe Clan,"$506,741.94 ",1
2016,Team SoloMid,"$483,488.40 ",1
2016,H2K,"$443,750.00 ",1
2016,FlipSid3 Tactics,"$409,071.06 ",1
2016,Denial Esports,"$400,751.83 ",1
2016,Ballistix,"$390,000.00 ",1
2016,TyLoo,"$385,372.83 ",1
2016,KT Rolster,"$369,956.69 ",1
2016,mousesports,"$355,961.41 ",1
2016,Enemy,"$314,898.75 ",1
2016,Renegades,"$310,391.79 ",1
2016,NRG Esports,"$306,843.10 ",1
2016,Immortals,"$293,021.56 ",1
2016,Gambit Esports,"$283,400.80 ",1
2016,eStar Gaming,"$267,762.61 ",1
2016,I May,"$262,613.00 ",1
2016,Tempo Storm,"$259,804.71 ",1
2016,Flash Wolves,"$258,362.63 ",1
2016,Team expert,"$256,900.07 ",1
2016,Escape Gaming,"$251,687.90 ",1
2016,Rise Nation,"$243,565.00 ",1
2016,Albus NoX Luna,"$238,702.50 ",1
2016,HellRaisers,"$234,982.20 ",1
2016,mYinsanity,"$230,609.89 ",1
2016,CDEC Gaming,"$218,042.61 ",1
2016,Tempest,"$211,585.00 ",1
2016,Echo Fox,"$207,397.09 ",1
2016,Jin Air Green Wings,"$204,553.87 ",1
2016,Vega Squadron,"$200,212.85 ",1
2016,Afreeca Freecs,"$195,811.19 ",1
2016,Misfits,"$187,208.75 ",1
2016,Rogue,"$182,827.60 ",1
2016,Team Spirit,"$182,196.96 ",1
2016,Team Infused,"$182,134.89 ",1
2016,Team Celestial,"$179,093.69 ",1
2016,ahq e-Sports Club,"$174,166.42 ",1
2016,World Elite,"$174,078.36 ",1
2016,Team Empire,"$167,612.95 ",1
2016,Team Naventic,"$167,569.00 ",1
2016,EURONICS Gaming,"$152,249.75 ",1
2016,Team NP,"$150,500.00 ",1
2016,Snake Esports,"$144,163.32 ",1
2016,Method,"$135,840.00 ",1
2016,Selfless Gaming,"$127,588.22 ",1
2016,GODSENT,"$127,196.06 ",1
2016,Team No Limit,"$125,810.00 ",1
2016,PENTA Sports,"$119,770.76 ",1
2016,Mindfreak,"$118,141.50 ",1
2016,Team Orbit,"$116,336.79 ",1
2016,ALTERNATE aTTaX,"$113,864.24 ",1
2016,Heroic,"$111,547.25 ",1
2016,ROOT Gaming,"$110,380.33 ",1
2016,Astral Authority,"$107,500.00 ",1
2016,Panda Global,"$105,183.59 ",1
2016,INTZ eSports,"$104,898.52 ",1
2016,TongFu,"$97,591.91 ",1
2016,COGnitive Gaming,"$95,175.94 ",1
2016,Chiefs Esports Club,"$94,368.83 ",1
2016,Team Kongdoo,"$93,702.97 ",1
2016,The Imperial,"$92,460.60 ",1
2016,Mineski,"$88,666.15 ",1
2016,Dream Team,"$87,042.96 ",1
2016,Korean National Team,"$85,707.92 ",1
2016,Gale Force eSports,"$85,679.00 ",1
2016,X-Team,"$83,713.37 ",1
2016,Team LDLC.com,"$83,703.60 ",1
2016,PSISTORM Gaming,"$83,639.88 ",1
2016,Ting,"$81,803.00 ",1
2016,The MongolZ,"$80,838.35 ",1
2016,Space Soldiers,"$80,063.14 ",1
2016,Paradigm,"$80,000.00 ",1
2016,Qiao Gu Reapers,"$79,416.68 ",1
2016,True eSport,"$78,998.38 ",1
2016,Dark Passage,"$77,650.75 ",1
2016,Team Archon,"$76,661.59 ",1
2016,Vitality,"$73,622.03 ",1
2016,eUnited,"$73,375.00 ",1
2016,CJ Entus,"$70,944.34 ",1
2016,ENCE eSports,"$70,333.45 ",1
2016,Invasion eSport,"$68,726.53 ",1
2016,Team Faceless,"$68,500.00 ",1
2016,Execration,"$67,779.45 ",1
2016,Supremacy,"$67,247.79 ",1
2016,L5,"$67,130.00 ",1
2016,Tainted Minds,"$66,480.74 ",1
2016,paiN Gaming,"$66,345.91 ",1
2016,exceL eSports,"$65,971.79 ",1
2016,LuxuryWatch,"$65,508.73 ",1
2016,Signature Gaming,"$65,447.02 ",1
2016,Rising Stars Gaming,"$62,067.42 ",1
2016,Team Kinguin,"$61,872.66 ",1
2016,Young Miracles,"$60,944.20 ",1
2016,Unicorns of Love,"$60,000.00 ",1
2016,Lunatic-hai,"$59,031.47 ",1
2016,Bravado Gaming,"$58,068.47 ",1
2016,Team DK,"$56,724.47 ",1
2016,Giants Gaming,"$56,474.47 ",1
2016,OMG,"$55,551.98 ",1
2016,Turkish National Team,"$51,000.00 ",1
2016,Lazarus,"$47,012.99 ",1
2016,REUNITED,"$46,662.97 ",1
2016,Team X,"$46,000.00 ",1
2016,Mock-It eSports,"$45,847.97 ",1
2016,Infamous,"$45,661.60 ",1
2016,NGA Club,"$45,335.36 ",1
2016,iGame.com,"$45,113.45 ",1
2016,GC Busan,"$44,370.00 ",1
2016,AT Gaming,"$40,814.02 ",1
2016,Winterfox,"$40,401.26 ",1
2016,Team Eager,"$40,250.00 ",1
2016,Team KaLiBeR,"$40,250.00 ",1
2016,Tricked eSports,"$39,009.46 ",1
2016,Zenith of Origin,"$38,879.79 ",1
2016,ESC Ever,"$38,578.00 ",1
2016,Russian National Team,"$38,293.25 ",1
2016,CM Storm,"$37,875.00 ",1
2016,Copenhagen Wolves,"$37,508.41 ",1
2016,Avant Gaming,"$37,241.43 ",1
2016,French National Team,"$36,782.87 ",1
2016,Longzhu Gaming,"$35,800.00 ",1
2016,Team Question Mark,"$34,000.00 ",1
2016,Team Massive Dragons,"$33,977.53 ",1
2016,VwS Gaming,"$33,725.88 ",1
2016,Radical Online X-tremists,"$33,565.75 ",1
2016,eSuba,"$32,915.57 ",1
2016,Yunktis,"$32,515.32 ",1
2016,Orange Esports,"$31,984.44 ",1
2016,k1ck eSports Club,"$31,931.82 ",1
2016,Team Skadis Gift,"$31,779.57 ",1
2016,Huma,"$31,178.54 ",1
2016,Elite Wolves,"$31,027.00 ",1
2016,CNB e-Sports Club,"$30,785.77 ",1
2016,Northern Gaming,"$29,931.69 ",1
2016,ANOX,"$29,324.99 ",1
2016,Team Hearthlytics,"$29,250.00 ",1
2016,iBUYPOWER,"$28,625.00 ",1
2016,Saigon Jokers,"$28,200.00 ",1
2016,PRIDE Gaming,"$28,076.13 ",1
2016,Str8 Rippin,"$28,000.00 ",1
2016,Dead Pixels,"$27,817.22 ",1
2016,Apex Gaming,"$27,500.00 ",1
2016,Vox Eminor,"$27,127.80 ",1
2016,Lounge Gaming,"$26,500.00 ",1
2016,Origen,"$26,500.00 ",1
2016,Chinese National Team,"$25,526.10 ",1
2016,Team Dragon Knights,"$24,500.00 ",1
2016,Wayi Spider,"$23,896.52 ",1
2016,Bangkok Titans,"$23,873.60 ",1
2016,froyotech,"$23,714.72 ",1
2016,Argentinian National Team,"$22,958.56 ",1
2016,Illuminar Gaming,"$22,865.95 ",1
2016,J Team,"$22,478.00 ",1
2016,Fade 2 Karma,"$22,231.35 ",1
2016,Hard Random,"$21,832.50 ",1
2016,Ember,"$21,500.00 ",1
2016,SuperMassive Blaze,"$21,311.06 ",1
2016,Inspire Esports,"$21,297.90 ",1
2016,Torpedo Gaming,"$21,279.40 ",1
2016,MnM Gaming,"$21,012.02 ",1
2016,RED Canids,"$20,891.33 ",1
2016,Circa eSports,"$20,753.87 ",1
2016,FM eSports,"$20,511.29 ",1
2016,Canadian National Team,"$20,500.00 ",1
2016,Singaporian National Team,"$20,500.00 ",1
2016,Swedish National Team,"$20,500.00 ",1
2016,Finnish National Team,"$20,195.72 ",1
2016,SBENU,"$20,188.18 ",1
2016,Legacy eSports,"$18,910.40 ",1
2016,Playing Ducks,"$18,842.95 ",1
2016,PuLse Gaming,"$18,797.97 ",1
2016,Valencia CF eSports,"$18,794.20 ",1
2016,GamersOrigin,"$18,626.27 ",1
2016,Horde,"$18,476.36 ",1
2016,German National Team,"$18,111.19 ",1
2016,American National Team,"$18,000.00 ",1
2016,Australian National Team,"$18,000.00 ",1
2016,Brazilian National Team,"$18,000.00 ",1
2016,Chilean National Team,"$18,000.00 ",1
2016,No Diggity,"$18,000.00 ",1
2016,Spanish National Team,"$18,000.00 ",1
2016,Taiwanese National Team,"$18,000.00 ",1
2016,Thai National Team,"$18,000.00 ",1
2016,Power Rangers,"$17,500.00 ",1
2016,Reason Gaming,"$17,272.54 ",1
2016,Star Horn Royal Club,"$16,667.30 ",1
2016,GameTV,"$16,524.00 ",1
2016,Noble eSports,"$15,361.15 ",1
2016,Exile5,"$15,354.81 ",1
2016,Brain Power,"$15,000.00 ",1
2016,Winners,"$14,281.60 ",1
2016,x6tence,"$14,271.14 ",1
2016,Team Acer,"$14,171.41 ",1
2016,Maximum Impact Gaming,"$13,500.90 ",1
2016,iNETKOXTV,"$13,184.62 ",1
2016,Kuala Lumpur Hunters,"$13,065.65 ",1
2016,Smash Studios,"$13,019.01 ",1
2016,Exertus eSports,"$12,990.69 ",1
2016,T Show,"$12,647.41 ",1
2016,Team Meka,"$12,615.12 ",1
2016,Team Revolution,"$11,581.97 ",1
2016,Temp.no,"$11,263.84 ",1
2016,Team LEISURE,"$11,057.21 ",1
2016,Keyd Stars,"$11,015.45 ",1
2016,LowLandLions,"$10,917.37 ",1
2016,We Dem Girlz,"$10,688.02 ",1
2016,CLASH Tournaments,"$10,325.33 ",1
2016,Paris Saint-Germain Esports,"$10,270.20 ",1
2016,Hong Kong Esports,"$10,036.52 ",1
2016,Danish National Team,"$10,000.00 ",1
2016,Isurus Gaming,"$10,000.00 ",1
2016,Romanian National Team,"$9,996.06 ",1
2016,Planetkey Dynamics,"$9,846.66 ",1
2016,KPI Gaming,"$9,785.33 ",1
2016,Mysterious Monkeys,"$9,744.87 ",1
2016,LGB eSports,"$9,383.39 ",1
2016,Ukranian National Team,"$8,988.18 ",1
2016,Team Singularity,"$8,877.86 ",1
2016,DetonatioN,"$8,743.33 ",1
2016,Team One,"$8,681.70 ",1
2016,Endpoint,"$8,513.54 ",1
2016,2GGaming,"$8,160.77 ",1
2016,against All authority,"$7,681.71 ",1
2016,Brave e-Sports,"$7,442.93 ",1
2016,Fatal Ambition,"$7,282.96 ",1
2016,ESC Gaming,"$7,065.13 ",1
2016,Polarity,"$6,500.00 ",1
2016,Melee it on Me,"$6,479.44 ",1
2016,Entity Gaming,"$6,453.77 ",1
2016,ExAequo,"$6,296.00 ",1
2016,Titan eSports,"$6,250.00 ",1
2016,Taipei Assassins,"$6,184.20 ",1
2016,Epiphany Bolt,"$6,131.16 ",1
2016,Team Innova,"$6,105.18 ",1
2016,Dire Wolves,"$6,100.50 ",1
2016,London Conspiracy,"$6,097.00 ",1
2016,E-corp Gaming,"$6,044.37 ",1
2016,Philippines National Team,"$6,000.00 ",1
2016,VRS Coanda Simsport,"$6,000.00 ",1
2016,VfL Wolfsburg,"$5,735.49 ",1
2016,Arcade eSports,"$5,500.00 ",1
2016,Brutality,"$5,290.68 ",1
2016,Even Matchup Gaming,"$5,282.45 ",1
2016,Vicious Syndicate Gaming,"$5,250.00 ",1
2016,Keep Gaming,"$5,034.53 ",1
2016,Operation Kino eSports,"$4,955.02 ",1
2016,VGBootCamp,"$4,863.71 ",1
2016,KaBuM! e-Sports,"$4,741.85 ",1
2016,True AmBition,"$4,698.36 ",1
2016,Black Dragons e-Sports,"$4,547.25 ",1
2016,Rex Regum Qeon,"$4,507.27 ",1
2016,Serbian National Team,"$4,000.00 ",1
2016,Team SPACECRAFT,"$3,881.03 ",1
2016,Supersonic Avengers,"$3,878.88 ",1
2016,Aera Esport,"$3,691.94 ",1
2016,Athletico,"$3,682.22 ",1
2016,Nexus Gaming,"$3,628.46 ",1
2016,Most Valuable Gaming,"$3,617.65 ",1
2016,Spider Pigzs,"$3,500.00 ",1
2016,CeX,"$3,439.72 ",1
2016,RELAPSE Gaming,"$3,318.98 ",1
2016,DeToNator,"$3,223.00 ",1
2016,Broken Tier,"$3,069.54 ",1
2016,Gama Bears,"$3,056.90 ",1
2016,Cascade,"$3,056.68 ",1
2016,Enigma6 Group,"$3,000.00 ",1
2016,Team Karma,"$3,000.00 ",1
2016,White Rabbit Gaming,"$2,976.35 ",1
2016,Colombian National Team,"$2,958.56 ",1
2016,Bad Monkey Gaming,"$2,913.00 ",1
2016,IsIMBA,"$2,892.70 ",1
2016,Glacial Gaming,"$2,852.25 ",1
2016,RunAway,"$2,740.12 ",1
2016,EarthRoot Gaming,"$2,717.72 ",1
2016,Hong Kong Attitude,"$2,650.06 ",1
2016,Team Heir,"$2,572.44 ",1
2016,Burrito Esports,"$2,500.00 ",1
2016,Tunesian National Team,"$2,500.00 ",1
2016,Boreal eSports,"$2,308.74 ",1
2016,Fraternitas,"$2,298.41 ",1
2016,EndGameTV,"$2,268.20 ",1
2016,Rhinos Gaming,"$2,226.35 ",1
2016,Polish National Team,"$2,195.72 ",1
2016,I Will Kill You Gaming,"$2,161.16 ",1
2016,Eclypsia,"$2,156.06 ",1
2016,Kingsmen,"$2,099.82 ",1
2016,Kaos Latin Gamers,"$2,000.00 ",1
2016,Team Iris,"$1,990.50 ",1
2016,Amino,"$1,987.35 ",1
2016,Cats Gaming,"$1,973.64 ",1
2016,Kings of Urban,"$1,950.00 ",1
2016,Fusion Girls,"$1,925.67 ",1
2016,Romandy Gaming,"$1,919.81 ",1
2016,DuSt Gaming,"$1,771.39 ",1
2016,Synthetik,"$1,746.54 ",1
2016,Haven Esports,"$1,703.03 ",1
2016,For The Win Esports,"$1,685.79 ",1
2016,Furious Gaming,"$1,653.98 ",1
2016,Asterion,"$1,635.16 ",1
2016,Team nxl,"$1,600.00 ",1
2016,Assassin Sniper,"$1,546.05 ",1
2016,Carbon,"$1,516.06 ",1
2016,Made in Thailand,"$1,501.08 ",1
2016,3sUP Enterprises,"$1,500.00 ",1
2016,Cyclone,"$1,500.00 ",1
2016,Team Prismatic,"$1,445.60 ",1
2016,Team Roccat,"$1,304.90 ",1
2016,Clan 519,"$1,250.00 ",1
2016,Fuse,"$1,250.00 ",1
2016,Lions,"$1,217.98 ",1
2016,Fly Society,"$1,165.15 ",1
2016,SilentSquad,"$1,141.88 ",1
2016,Schalke 04 Esports,"$1,135.10 ",1
2016,Strictly Business,"$1,000.00 ",1
2016,Team Property,"$1,000.00 ",1
2016,UNiTE Gaming,"$1,000.00 ",1
2016,Radix eSports,$923.37 ,1
2016,MisaiFix,$906.51 ,1
2016,mCon esports Rotterdam,$900.00 ,1
2016,Team LeiFeng,$864.35 ,1
2016,Trail Gaming League,$853.00 ,1
2016,Olympus Esports,$818.05 ,1
2016,Energy Esports,$815.26 ,1
2016,ePunks,$800.00 ,1
2016,nerdRage,$757.96 ,1
2016,Lets Play,$753.25 ,1
2016,Trident Esports,$750.00 ,1
2016,Lone Ranger,$735.70 ,1
2016,Great British Pounding,$710.97 ,1
2016,West Ham United,$567.55 ,1
2016,eMonkeyz,$544.15 ,1
2016,Infinity Esports,$519.71 ,1
2016,dizLown,$505.53 ,1
2016,Rave,$500.00 ,1
2016,SG e-sports,$500.00 ,1
2016,U4X eSports,$469.68 ,1
2016,Control Gaming,$448.56 ,1
2016,Degasa,$435.73 ,1
2016,Team Xcution,$435.00 ,1
