Year,Team,Total Prize Money (Year),Number of Tournaments
2020,Turnso Gaming,"$2,424,828.63 ",1
2020,Dallas Empire,"$1,749,250.00 ",1
2020,Team Liquid,"$1,646,769.88 ",1
2020,San Francisco Shock,"$1,565,000.00 ",1
2020,Spacestation Gaming,"$1,430,798.66 ",1
2020,Virtus.pro,"$1,408,799.79 ",1
2020,G2 Esports,"$1,293,837.81 ",1
2020,Team SoloMid,"$1,262,514.12 ",1
2020,Atlanta Faze,"$1,203,000.00 ",1
2020,Team Secret,"$1,199,303.49 ",1
2020,Natus Vincere,"$1,154,221.66 ",1
2020,Fnatic,"$1,043,849.48 ",1
2020,Four Angry Men,"$1,009,282.10 ",1
2020,Vitality,"$935,847.23 ",1
2020,Top Esports,"$907,897.39 ",1
2020,Nova eSports,"$907,331.20 ",1
2020,OG,"$903,772.58 ",1
2020,Ninjas in Pyjamas,"$843,690.53 ",1
2020,Royal Never Give Up,"$836,404.24 ",1
2020,compLexity Gaming,"$833,295.70 ",1
2020,Seoul Dynasty,"$780,000.00 ",1
2020,Chicago Huntsmen,"$773,750.00 ",1
2020,MAD Lions,"$720,719.50 ",1
2020,DAMWON Gaming,"$718,014.86 ",1
2020,Vici Gaming,"$714,107.34 ",1
2020,FaZe Clan,"$711,648.18 ",1
2020,Paris Saint-Germain Esports,"$704,805.09 ",1
2020,Evil Geniuses,"$690,080.20 ",1
2020,Invictus Gaming,"$689,687.53 ",1
2020,Astralis,"$631,500.00 ",1
2020,JD Gaming,"$620,977.28 ",1
2020,Elite Esports,"$607,545.00 ",1
2020,MIBR,"$597,091.89 ",1
2020,Gambit Esports,"$593,630.01 ",1
2020,BIG,"$591,396.51 ",1
2020,Team BDS,"$579,703.54 ",1
2020,Cloud9,"$570,937.84 ",1
2020,Gen.G Esports,"$542,990.71 ",1
2020,London Royal Ravens,"$536,650.00 ",1
2020,Shanghai Dragons,"$535,000.00 ",1
2020,Buriram United Esports,"$524,663.94 ",1
2020,NRG Esports,"$521,647.67 ",1
2020,Nigma,"$517,614.00 ",1
2020,mousesports,"$502,823.06 ",1
2020,Suning,"$476,843.44 ",1
2020,Qiao Gu Reapers,"$467,389.55 ",1
2020,T1,"$465,022.99 ",1
2020,FURIA Esports,"$441,306.59 ",1
2020,Alliance,"$437,769.40 ",1
2020,ALTERNATE aTTaX,"$402,290.54 ",1
2020,Philadelphia Fusion,"$395,000.00 ",1
2020,Rogue,"$392,931.33 ",1
2020,Heroic,"$385,500.00 ",1
2020,Toronto Ultra,"$370,000.00 ",1
2020,Jin Air Green Wings,"$367,854.02 ",1
2020,Florida Mutineers,"$365,000.00 ",1
2020,eStar Gaming,"$363,250.54 ",1
2020,OpTic Gaming Los Angeles,"$360,000.00 ",1
2020,Bigetron eSports,"$350,000.00 ",1
2020,LGD Gaming,"$340,914.28 ",1
2020,Team Spirit,"$340,250.00 ",1
2020,Red Bull eSports,"$330,780.13 ",1
2020,Talon Esports,"$326,135.34 ",1
2020,100 Thieves,"$325,405.35 ",1
2020,Afreeca Freecs,"$324,471.87 ",1
2020,UYU,"$301,465.90 ",1
2020,Giants Gaming,"$280,296.01 ",1
2020,New York Excelsior,"$275,000.00 ",1
2020,DarkZero Esports,"$271,250.00 ",1
2020,Team Singularity,"$262,706.91 ",1
2020,Chaos Esports Club,"$262,550.21 ",1
2020,Renegades,"$256,598.00 ",1
2020,New York Subliners,"$255,700.00 ",1
2020,Washington Justice,"$255,000.00 ",1
2020,FunPlus Phoenix,"$254,014.00 ",1
2020,INTZ eSports,"$237,631.04 ",1
2020,Pittsburgh Knights,"$234,369.48 ",1
2020,forZe,"$231,978.19 ",1
2020,ENCE eSports,"$231,716.97 ",1
2020,HAVU Gaming,"$230,211.35 ",1
2020,DragonX,"$228,067.34 ",1
2020,Tempo Storm,"$226,108.78 ",1
2020,Team Dignitas,"$225,622.36 ",1
2020,Team Envy,"$224,812.39 ",1
2020,Vikin.gg,"$223,838.81 ",1
2020,King of Gamers Club,"$223,422.68 ",1
2020,Susquehanna Soniqs,"$222,036.11 ",1
2020,BOOM Esports,"$218,120.23 ",1
2020,Team Reciprocity,"$216,397.36 ",1
2020,Team Empire,"$216,028.40 ",1
2020,Team QLASH,"$215,440.89 ",1
2020,Flash Wolves,"$211,101.20 ",1
2020,Team Aster,"$204,778.29 ",1
2020,GODSENT,"$199,303.59 ",1
2020,World Elite,"$198,570.34 ",1
2020,Endpoint,"$197,345.40 ",1
2020,EHOME,"$197,296.44 ",1
2020,Wildcard Gaming,"$195,985.74 ",1
2020,Nordavind,"$193,150.15 ",1
2020,Team Flash,"$191,979.33 ",1
2020,Tribe Gaming,"$183,351.00 ",1
2020,FlyToMoon,"$182,661.00 ",1
2020,Quincy Crew,"$181,422.00 ",1
2020,DetonatioN,"$174,218.98 ",1
2020,Minnesota RØKKR,"$173,000.00 ",1
2020,Futbolist,"$167,121.36 ",1
2020,QueeN Walkers,"$166,950.00 ",1
2020,Sentinels,"$162,851.68 ",1
2020,Triumph,"$161,600.00 ",1
2020,exceL eSports,"$160,517.10 ",1
2020,Unicorns of Love,"$157,130.91 ",1
2020,FlyQuest,"$156,250.00 ",1
2020,Raise Your Edge Gaming,"$152,877.49 ",1
2020,KaiZi Gaming,"$151,984.32 ",1
2020,TnC Gaming,"$151,500.00 ",1
2020,Alfa Romeo Racing F1 Esports Team,"$150,000.00 ",1
2020,Paris Eternal,"$150,000.00 ",1
2020,Dragon Phoenix Gaming,"$149,126.63 ",1
2020,Shoot To Kill,"$147,063.75 ",1
2020,AGO Esports,"$145,695.76 ",1
2020,Guangzhou Charge,"$145,000.00 ",1
2020,Solary,"$144,119.81 ",1
2020,SK Gaming,"$140,100.00 ",1
2020,Paris Legion,"$140,000.00 ",1
2020,Rex Regum Qeon,"$140,000.00 ",1
2020,GamersOrigin,"$139,050.21 ",1
2020,Infantry Clan,"$136,444.00 ",1
2020,Geek Fam,"$134,500.00 ",1
2020,Triumphant Song Gaming,"$133,152.95 ",1
2020,Luminous Stars,"$132,199.90 ",1
2020,Sprout,"$129,119.00 ",1
2020,QConfirm,"$129,113.88 ",1
2020,TyLoo,"$128,376.46 ",1
2020,Oxygen Esports,"$127,402.33 ",1
2020,Team LDLC.com,"$125,708.18 ",1
2020,Eleven Gaming,"$122,375.00 ",1
2020,Northern Lights,"$122,100.00 ",1
2020,North,"$116,990.00 ",1
2020,beastcoast,"$114,918.75 ",1
2020,MCES,"$114,703.16 ",1
2020,EVOS,"$112,644.76 ",1
2020,Team One,"$112,188.64 ",1
2020,Divine Esports,"$110,950.00 ",1
2020,Team Heretics,"$109,271.46 ",1
2020,Counter Logic Gaming,"$107,165.32 ",1
2020,Purple Mood E-Sport,"$106,820.20 ",1
2020,FURY,"$105,500.00 ",1
2020,Florida Mayhem,"$105,000.00 ",1
2020,TrainHard eSport,"$104,720.68 ",1
2020,x6tence,"$102,433.37 ",1
2020,Ground Zero Gaming,"$101,841.41 ",1
2020,Team GamerLegion,"$101,777.61 ",1
2020,London Spitfire,"$100,000.00 ",1
2020,Multi Circle Gaming,"$100,000.00 ",1
2020,Hong Kong Attitude,"$99,956.80 ",1
2020,ZETA DIVISION,"$99,499.64 ",1
2020,CYCLOPS athlete gaming,"$99,120.20 ",1
2020,Elevate,"$98,625.00 ",1
2020,Nemiga Gaming,"$98,429.97 ",1
2020,Become Legends,"$98,040.00 ",1
2020,CR4ZY,"$97,900.09 ",1
2020,Mercedes-AMG Petronas Esports,"$97,500.00 ",1
2020,Oath Gaming,"$96,318.75 ",1
2020,Vision Strikers,"$95,984.75 ",1
2020,eUnited,"$95,337.11 ",1
2020,Newbee,"$95,193.69 ",1
2020,Rise Nation,"$95,175.36 ",1
2020,FC Barcelona,"$94,753.26 ",1
2020,SCARZ,"$93,358.50 ",1
2020,Rated R,"$90,000.00 ",1
2020,Griffin,"$89,080.82 ",1
2020,Lazarus,"$88,206.57 ",1
2020,DivisionX Gaming,"$87,940.59 ",1
2020,Tornado Energy,"$87,300.00 ",1
2020,Made in Thailand,"$87,032.95 ",1
2020,Misfits,"$86,106.90 ",1
2020,Welcome to South Georgo,"$85,800.00 ",1
2020,Movistar Riders,"$85,745.82 ",1
2020,Top Blokes,"$85,363.16 ",1
2020,Isurus Gaming,"$85,032.08 ",1
2020,ESPADA,"$85,012.50 ",1
2020,Los Angeles Valiant,"$85,000.00 ",1
2020,Schalke 04 Esports,"$84,210.25 ",1
2020,World Game Star (WGS),"$84,012.50 ",1
2020,VRS Coanda Simsport,"$83,700.00 ",1
2020,SANDBOX Gaming,"$83,677.40 ",1
2020,Ellevens Esports,"$83,626.43 ",1
2020,Winstrike Team,"$83,582.75 ",1
2020,Ghost Gaming,"$82,961.02 ",1
2020,Vatang,"$82,900.00 ",1
2020,Cooler Esport,"$82,760.00 ",1
2020,k1ck eSports Club,"$81,808.83 ",1
2020,Thunder Predator,"$81,103.00 ",1
2020,Atlanta Reign,"$80,000.00 ",1
2020,Los Angeles Gladiators,"$80,000.00 ",1
2020,Team Redline,"$79,800.00 ",1
2020,sAw,"$79,153.84 ",1
2020,CDEC Gaming,"$78,742.72 ",1
2020,FAV gaming,"$78,437.84 ",1
2020,HellRaisers,"$78,385.08 ",1
2020,Team CC,"$78,295.00 ",1
2020,Aftermath,"$77,659.65 ",1
2020,FDA Hublot Esports Team,"$75,000.00 ",1
2020,Brave Star Gaming,"$74,758.41 ",1
2020,Copenhagen Flames,"$74,708.59 ",1
2020,RunAway,"$74,687.25 ",1
2020,Williams Esports,"$72,341.84 ",1
2020,Bazaar Gaming,"$71,652.28 ",1
2020,KOVA Esports,"$70,590.78 ",1
2020,Luminosity Gaming,"$69,716.68 ",1
2020,Third Impact,"$67,817.50 ",1
2020,Hero JiuJ,"$66,810.63 ",1
2020,Tundra Esports,"$66,580.63 ",1
2020,Zenith E-Sports,"$66,548.75 ",1
2020,Hive,"$66,500.00 ",1
2020,mudgolems,"$66,500.00 ",1
2020,Team Atlantis,"$64,600.00 ",1
2020,OGN Entus,"$63,000.00 ",1
2020,Wave Esports,"$62,365.22 ",1
2020,Optimal Ambition,"$62,333.34 ",1
2020,EDward Gaming,"$61,706.27 ",1
2020,Cringe Society,"$61,530.00 ",1
2020,Xavier Esports,"$61,227.90 ",1
2020,Parallax Gaming,"$60,666.00 ",1
2020,Wisła Kraków,"$57,168.21 ",1
2020,True Neutral,"$56,700.00 ",1
2020,McLaren Shadow,"$56,250.00 ",1
2020,Illuminar Gaming,"$56,239.29 ",1
2020,ORDER,"$55,973.75 ",1
2020,Marines Esports,"$55,769.76 ",1
2020,PENTA Sports,"$55,633.94 ",1
2020,Estral Esports,"$55,250.00 ",1
2020,Darkest MuZhan,"$55,000.00 ",1
2020,Tianba,"$55,000.00 ",1
2020,Galaxy Racer,"$54,531.81 ",1
2020,Trelleborg Team,"$54,322.77 ",1
2020,Built By Gamers,"$54,033.32 ",1
2020,EXO Clan,"$53,737.06 ",1
2020,Panda Global,"$53,526.43 ",1
2020,Avant Gaming,"$53,275.44 ",1
2020,Infamous,"$52,845.00 ",1
2020,Mindfreak,"$52,793.98 ",1
2020,Kansas City Pioneers,"$51,750.00 ",1
2020,O2 Blast,"$51,475.00 ",1
2020,XSET,"$50,900.00 ",1
2020,NASR eSports,"$50,248.16 ",1
2020,4 Zoomers,"$49,750.00 ",1
2020,Legacy eSports,"$49,479.18 ",1
2020,Team Unique,"$49,345.84 ",1
2020,eleVen Original,"$48,950.00 ",1
2020,Myztro Gaming,"$48,875.00 ",1
2020,Crazy Raccoon,"$48,563.00 ",1
2020,MS Chonburi,"$48,335.84 ",1
2020,Neon Esports,"$47,899.50 ",1
2020,ahq e-Sports Club,"$47,794.92 ",1
2020,BOX Gaming,"$47,650.00 ",1
2020,Ni Chang Dance,"$47,500.00 ",1
2020,SINNERS Esports,"$47,305.36 ",1
2020,ELL,"$46,868.20 ",1
2020,Sunsister,"$46,841.11 ",1
2020,ROX Gaming,"$46,402.88 ",1
2020,Team Queso,"$46,358.21 ",1
2020,paiN Gaming,"$46,111.29 ",1
2020,303 Esports,"$45,738.75 ",1
2020,Veloce Esports,"$45,394.42 ",1
2020,The Peeps,"$43,250.00 ",1
2020,Mirage,"$42,450.00 ",1
2020,SJ Gaming,"$42,233.20 ",1
2020,SKADE,"$39,818.60 ",1
2020,Lilmix,"$39,361.89 ",1
2020,Yeah Gaming,"$39,125.00 ",1
2020,Noble eSports,"$38,975.00 ",1
2020,Altiora,"$38,800.00 ",1
2020,Radiance,"$38,375.00 ",1
2020,CERBERUS Esports,"$38,059.88 ",1
2020,ATK,"$37,831.14 ",1
2020,Hard Legion Esports,"$37,504.50 ",1
2020,FATE Esports,"$37,443.45 ",1
2020,Golden Guardians,"$36,042.90 ",1
2020,Team Adroit,"$35,720.10 ",1
2020,H.T Family,"$35,000.00 ",1
2020,Avidity Esports,"$34,400.00 ",1
2020,RED Canids,"$34,319.94 ",1
2020,Infinity Esports,"$34,234.19 ",1
2020,k23,"$33,700.00 ",1
2020,Team Oplon,"$33,472.04 ",1
2020,Global Esports Xsset,"$33,359.38 ",1
2020,Supremacy,"$33,348.24 ",1
2020,Chiefs Esports Club,"$32,841.17 ",1
2020,ArkAngel,"$32,000.00 ",1
2020,Obey Alliance,"$32,000.00 ",1
2020,Bilibili Gaming,"$31,973.20 ",1
2020,BlackBird Ignis,"$31,370.60 ",1
2020,Business associates,"$31,365.00 ",1
2020,Cascade,"$31,204.68 ",1
2020,GUTS Gaming,"$30,750.00 ",1
2020,Beyond Esports,"$30,662.16 ",1
2020,Keen Gaming,"$30,513.44 ",1
2020,PACT,"$30,442.96 ",1
2020,NoPing e-sports,"$29,500.00 ",1
2020,Guild Esports,"$29,375.00 ",1
2020,FENNEL,"$29,000.00 ",1
2020,ad hoc gaming,"$28,858.51 ",1
2020,Nexus Gaming,"$28,284.46 ",1
2020,Syman Gaming,"$28,200.00 ",1
2020,Apeks,"$28,056.74 ",1
2020,Element Mystic,"$27,968.75 ",1
2020,Wygers,"$27,956.36 ",1
2020,9z Team,"$27,567.51 ",1
2020,FireNIce Esports,"$27,500.00 ",1
2020,5men,"$27,411.00 ",1
2020,Konix eSport,"$27,250.00 ",1
2020,Ting,"$27,175.00 ",1
2020,Sinai Village,"$27,140.00 ",1
2020,Digital Athletics,"$27,100.00 ",1
2020,KT Rolster,"$26,658.90 ",1
2020,Charlotte Phoenix,"$26,550.00 ",1
2020,AS Monaco Esports,"$26,397.36 ",1
2020,Team Beast,"$26,128.12 ",1
2020,Bren Esports,"$26,000.00 ",1
2020,Chicken Fighters,"$26,000.00 ",1
2020,AGF Esport,"$25,948.65 ",1
2020,AVEZ,"$25,575.89 ",1
2020,EURONICS Gaming,"$25,444.09 ",1
2020,Team Mantra,"$25,000.00 ",1
2020,İstanbul Wildcats,"$24,700.00 ",1
2020,Lyngby Vikings,"$24,519.89 ",1
2020,Team GRIMME,"$24,083.45 ",1
2020,Fighting PandaS,"$24,000.00 ",1
2020,72 Pin Connector,"$23,875.00 ",1
2020,Apex Racing Team,"$23,700.00 ",1
2020,eSuba,"$23,461.06 ",1
2020,Triple Trouble,"$23,450.00 ",1
2020,Hanwha Life Esports,"$23,382.60 ",1
2020,Execration,"$23,148.48 ",1
2020,Rogue Warriors,"$22,861.40 ",1
2020,Omaken Sports,"$22,800.00 ",1
2020,SuperMassive Blaze,"$22,500.00 ",1
2020,Illuminate,"$22,399.05 ",1
2020,Entropiq,"$22,371.73 ",1
2020,VfL Wolfsburg,"$22,289.43 ",1
2020,Furious Gaming,"$22,250.00 ",1
2020,Alpine Esports,"$22,000.00 ",1
2020,DeToNator,"$21,975.82 ",1
2020,Origen,"$21,800.00 ",1
2020,Swole Patrol,"$21,700.00 ",1
2020,Mythic,"$21,500.00 ",1
2020,LowLandLions,"$21,313.40 ",1
2020,Armada Esports,"$20,592.48 ",1
2020,Sandrock Gaming,"$20,570.12 ",1
2020,BBL Esports,"$20,556.80 ",1
2020,Ovation eSports,"$20,500.00 ",1
2020,J Team,"$20,215.00 ",1
2020,Radical Online X-tremists,"$20,000.91 ",1
2020,Aerowolf,"$20,000.00 ",1
2020,SMASH Esports,"$20,000.00 ",1
2020,TNL Esports,"$20,000.00 ",1
2020,Toronto Defiant,"$20,000.00 ",1
2020,Immortals,"$19,500.00 ",1
2020,Sengoku Gaming,"$19,438.74 ",1
2020,CrowCrowd,"$19,232.61 ",1
2020,Gamelanders,"$19,086.54 ",1
2020,Victim,"$18,700.00 ",1
2020,Equinox Gaming,"$18,628.22 ",1
2020,EXTREMUM,"$18,500.00 ",1
2020,Mkers,"$18,283.93 ",1
2020,Burning-Gamers.de,"$18,271.68 ",1
2020,Rainbow7,"$17,625.00 ",1
2020,Havan Liberty,"$17,488.37 ",1
2020,Helsinki REDS,"$17,451.34 ",1
2020,John Deere Gaming,"$17,446.20 ",1
2020,Regal Reserve,"$17,000.00 ",1
2020,KaBuM! e-Sports,"$16,749.06 ",1
2020,Timbers Esports,"$16,650.00 ",1
2020,1907 Fenerbahçe Esports,"$16,610.00 ",1
2020,The Three Sins,"$16,600.00 ",1
2020,Sector One,"$16,516.85 ",1
2020,Grizi Esport,"$16,350.00 ",1
2020,Sharks Esports,"$16,330.46 ",1
2020,Black Dragons e-Sports,"$16,012.29 ",1
2020,Keyd Stars,"$15,813.83 ",1
2020,B4 eSports,"$15,536.05 ",1
2020,IziDream,"$15,437.35 ",1
2020,Rascal Jester,"$15,330.64 ",1
2020,Ajax Amsterdam eSports,"$15,265.48 ",1
2020,Tricked eSports,"$15,193.55 ",1
2020,WOLFPACK,"$15,160.00 ",1
2020,Vexed Gaming,"$14,652.45 ",1
2020,Athletico,"$14,250.00 ",1
2020,DreamEaters,"$14,100.00 ",1
2020,REJECT,"$14,061.99 ",1
2020,Team Phantasma,"$14,001.88 ",1
2020,The Rumblers,"$14,000.00 ",1
2020,7more7 Pompa Team,"$13,396.43 ",1
2020,KRONE eSports,"$13,389.84 ",1
2020,Kungarna,"$13,325.89 ",1
2020,Nfinite,"$13,266.00 ",1
2020,RCD Espanyol,"$13,210.00 ",1
2020,Omni Nation,"$13,000.00 ",1
2020,Team BLINK,"$12,928.84 ",1
2020,BMW Esports,"$12,900.00 ",1
2020,Attack All Around,"$12,882.14 ",1
2020,RBG Esports,"$12,750.00 ",1
2020,Granit Gaming,"$12,744.54 ",1
2020,mYinsanity,"$12,613.62 ",1
2020,Fade 2 Karma,"$12,100.00 ",1
2020,Canberra Havoc,"$12,020.00 ",1
2020,Daytrade Gaming,"$12,000.00 ",1
2020,PSV Esports,"$11,920.90 ",1
2020,Exalty,"$11,908.74 ",1
2020,PSISTORM Gaming,"$11,900.00 ",1
2020,Izako Boars,"$11,829.32 ",1
2020,Global Esports,"$11,789.40 ",1
2020,Osh-Tekk Warriors,"$11,727.65 ",1
2020,Cowana Gaming,"$11,589.65 ",1
2020,Genesis,"$11,558.00 ",1
2020,Riddle Esports,"$11,332.04 ",1
2020,MercenarieZ,"$11,250.00 ",1
2020,Union Gaming,"$11,250.00 ",1
2020,Rams,"$11,200.00 ",1
2020,Gamma Gaming,"$11,131.20 ",1
2020,Team Lindner,"$11,100.85 ",1
2020,Sharper Esport,"$11,065.92 ",1
2020,Werder Bremen eSports,"$11,038.54 ",1
2020,Royal Youth,"$10,800.00 ",1
2020,Version1,"$10,750.00 ",1
2020,Team BM,"$10,500.00 ",1
2020,Lucid Dream,"$10,431.54 ",1
2020,Overt,"$10,350.00 ",1
2020,Dire Wolves,"$10,241.99 ",1
2020,Výfuk,"$10,241.81 ",1
2020,Disrupt Gaming,"$10,050.00 ",1
2020,Los Angeles Guerrillas,"$10,000.00 ",1
2020,Seattle Surge,"$10,000.00 ",1
2020,Valencia CF eSports,"$10,000.00 ",1
2020,One Breath Gaming,"$9,825.94 ",1
2020,Armory Gaming,"$9,781.18 ",1
2020,Mamba Mode Gaming,"$9,650.00 ",1
2020,Demise,"$9,514.28 ",1
2020,For The Win Esports,"$9,392.25 ",1
2020,No Limit Gaming,"$9,353.42 ",1
2020,Enterprise Gaming,"$9,350.00 ",1
2020,Team Parallel,"$9,245.80 ",1
2020,DefuseKids,"$9,101.76 ",1
2020,Team HORSCH,"$9,039.83 ",1
2020,ARCY,"$8,800.00 ",1
2020,Burning Core,"$8,800.00 ",1
2020,Divine Vendetta,"$8,706.00 ",1
2020,Plot Twist,"$8,550.00 ",1
2020,Ancient Warriors,"$8,538.58 ",1
2020,Spider Pigzs,"$8,500.00 ",1
2020,Chivo SC,"$8,455.00 ",1
2020,Chromax,"$8,450.00 ",1
2020,Budapest Five,"$8,425.75 ",1
2020,MnM Gaming,"$8,247.13 ",1
2020,Elgiganten Gaming,"$8,212.06 ",1
2020,INDIAN CLASHERS,"$8,200.00 ",1
2020,Exeed Esports,"$8,150.00 ",1
2020,Team Blacer,"$8,149.40 ",1
2020,Notorious Legion Esport,"$8,120.37 ",1
2020,LAZER,"$8,000.00 ",1
2020,Team Innova,"$8,000.00 ",1
2020,Entity Gaming,"$7,860.50 ",1
2020,Wolves Esports,"$7,750.00 ",1
2020,GameWard,"$7,711.11 ",1
2020,Czech National Team,"$7,653.00 ",1
2020,We Dem Girlz,"$7,516.50 ",1
2020,Omnislash,"$7,500.00 ",1
2020,Vietnamese National Team,"$7,464.00 ",1
2020,Samsung,"$7,375.00 ",1
2020,Goliath Gaming,"$7,302.59 ",1
2020,Team Serenity,"$7,223.00 ",1
2020,LiViD Gaming,"$7,200.00 ",1
2020,Lowkey Esports,"$7,169.50 ",1
2020,Even Matchup Gaming,"$7,072.17 ",1
2020,LeStream Esport,"$7,048.40 ",1
2020,Paradox Gaming,"$7,019.62 ",1
2020,Bad News Bears,"$7,000.00 ",1
2020,Flag Gaming,"$7,000.00 ",1
2020,Fox Gaming,"$7,000.00 ",1
2020,Team Diamond,"$7,000.00 ",1
2020,YaLLa Esports,"$7,000.00 ",1
2020,Lebanon National Team,"$6,807.25 ",1
2020,ROX,"$6,750.00 ",1
2020,CeX,"$6,556.33 ",1
2020,Raised by Kings,"$6,517.60 ",1
2020,JAESA Team Suzuki,"$6,450.00 ",1
2020,Racing Point F1 Esports,"$6,450.00 ",1
2020,Team Fordzilla,"$6,450.00 ",1
2020,YAS HEAT,"$6,450.00 ",1
2020,Brutal Democracy,"$6,372.79 ",1
2020,Big Frames,"$6,350.00 ",1
2020,Nora-Rengo,"$6,350.00 ",1
2020,GameHome Esports,"$6,236.00 ",1
2020,DuSt Gaming,"$6,225.00 ",1
2020,KV Mechelen,"$6,176.90 ",1
2020,DIVIZON,"$6,153.06 ",1
2020,Resistance,"$6,000.00 ",1
2020,Echo Fox,"$5,941.50 ",1
2020,Lemondogs,"$5,867.73 ",1
2020,Epsilon eSports,"$5,854.90 ",1
2020,Team SMG,"$5,854.65 ",1
2020,RÄHINÄ eGameStars,"$5,774.13 ",1
2020,Mexican National Team,"$5,657.00 ",1
2020,eXploit Esports,"$5,571.10 ",1
2020,B7 Warriors,"$5,540.77 ",1
2020,Sangal Esports,"$5,527.84 ",1
2020,Cosa Nostra Games,"$5,425.00 ",1
2020,Rix.GG,"$5,291.15 ",1
2020,Planetkey Dynamics,"$5,258.88 ",1
2020,Unsold Stuff Gaming,"$5,200.00 ",1
2020,Team NV,"$5,150.00 ",1
2020,Mod-Z Esports,"$5,139.20 ",1
2020,Burrito Esports,"$5,055.50 ",1
2020,A Bang,"$5,000.00 ",1
2020,Dallas Fuel,"$5,000.00 ",1
2020,DARK TANGENT,"$5,000.00 ",1
2020,Houston Outlaws,"$5,000.00 ",1
2020,OZ Gaming,"$5,000.00 ",1
2020,PONOS Sports,"$5,000.00 ",1
2020,Team Orbit,"$5,000.00 ",1
2020,Warriors International,"$5,000.00 ",1
2020,Suomi,"$4,925.00 ",1
2020,Fierce Esports,"$4,891.57 ",1
2020,Ambush Esport,"$4,832.46 ",1
2020,⁠Team THRLL,"$4,822.50 ",1
2020,Team Finest,"$4,711.53 ",1
2020,All Rejection Gaming,"$4,644.49 ",1
2020,Kazakh National Team,"$4,592.00 ",1
2020,Serbian National Team,"$4,591.00 ",1
2020,DNMK Esports,"$4,498.49 ",1
2020,Energy Esports,"$4,479.94 ",1
2020,Die Landeier,"$4,429.53 ",1
2020,VENC Gaming,"$4,390.23 ",1
2020,Team Sampi,"$4,368.73 ",1
2020,Beşiktaş e-Sports Club,"$4,227.84 ",1
2020,Dynasty,"$4,101.58 ",1
2020,Arma Team,"$4,000.00 ",1
2020,DKS Esports,"$4,000.00 ",1
2020,Fast Racers Forza,"$4,000.00 ",1
2020,Orange Esports,"$4,000.00 ",1
2020,Se7en eSports,"$4,000.00 ",1
2020,YMCA Esports,"$4,000.00 ",1
2020,Riot Squad Esports,"$3,900.00 ",1
2020,KPI Gaming,"$3,856.70 ",1
2020,Morning Light,"$3,850.00 ",1
2020,Peruvian National Team,"$3,826.00 ",1
2020,Nepalese National Team,"$3,825.00 ",1
2020,Aethra Esports,"$3,777.68 ",1
2020,Activit-E,"$3,750.00 ",1
2020,Goethe,"$3,750.00 ",1
2020,Hagure MetaL,"$3,750.00 ",1
2020,Hama,"$3,750.00 ",1
2020,Kapinalliset,"$3,750.00 ",1
2020,RTK,"$3,750.00 ",1
2020,TownHall.Legend,"$3,750.00 ",1
2020,IlluZion Gaming,"$3,649.17 ",1
2020,Edelweiss Esports,"$3,594.18 ",1
2020,M10 Esports,"$3,500.00 ",1
2020,Belarusian National Team,"$3,443.00 ",1
2020,RSC Anderlecht Esports,"$3,433.53 ",1
2020,OFFSET Esports,"$3,364.22 ",1
2020,Vega Squadron,"$3,358.88 ",1
2020,GiFu eSports,"$3,276.79 ",1
2020,Salamander Gaming,"$3,250.00 ",1
2020,Turkish National Team,"$3,061.00 ",1
2020,First Fabulous Fighter,"$3,000.00 ",1
2020,OPAA Gaming,"$3,000.00 ",1
2020,Petrichor Road,"$3,000.00 ",1
2020,Northeption,"$2,845.50 ",1
2020,Landwirtschaft3.0,"$2,828.31 ",1
2020,Team Komatsu Forest,"$2,828.31 ",1
2020,VC Gaming,"$2,824.00 ",1
2020,Team of elite guys,"$2,807.92 ",1
2020,ROOT Gaming,"$2,750.00 ",1
2020,Hippomaniacs,"$2,712.20 ",1
2020,Red Coin,"$2,700.00 ",1
2020,GC Busan,"$2,573.70 ",1
2020,Kanga Esports,"$2,500.00 ",1
2020,The Imperial,"$2,500.00 ",1
2020,nerdRage,"$2,459.02 ",1
2020,BS COMPETITION,"$2,400.00 ",1
2020,The Last Resort,"$2,350.00 ",1
2020,Team Toxic,"$2,340.00 ",1
2020,Spectrum ESC,"$2,250.00 ",1
2020,Oryx Esports,"$2,225.00 ",1
2020,S2V Esports,"$2,203.33 ",1
2020,Echo Zulu,"$2,197.70 ",1
2020,Most Valuable Gaming,"$2,191.48 ",1
2020,HONORIS,"$2,172.12 ",1
2020,Endemic Esports,"$2,166.79 ",1
2020,froyotech,"$2,100.00 ",1
2020,Mazer Gaming,"$2,100.00 ",1
2020,Atlantide Wave,"$2,079.06 ",1
2020,mCon esports Rotterdam,"$2,057.36 ",1
2020,Imperial Esports,"$2,034.27 ",1
2020,INGAMING Esports,"$2,034.27 ",1
2020,Vorax,"$2,034.27 ",1
2020,Anubis Gaming,"$2,000.00 ",1
2020,K7 Esports,"$2,000.00 ",1
2020,Lux Gaming,"$2,000.00 ",1
2020,Sporting CP eSports,"$2,000.00 ",1
2020,Team Majesty,"$2,000.00 ",1
2020,The Ultimates,"$2,000.00 ",1
2020,vsBANDITS,"$2,000.00 ",1
2020,Triple A Esports,"$1,918.00 ",1
2020,Burmese National Team,"$1,913.00 ",1
2020,Polar Ace,"$1,880.00 ",1
2020,Cream Esports,"$1,876.34 ",1
